,Unnamed: 0,Name,id,likes,date,posts,retweets
173,73,Lakers,20346956,873,2019-03-03 01:53:24,Suit up and roll #LakeShow https://t.co/GGhI2LFEmw,120
174,74,Lakers,20346956,932,2019-03-03 01:30:58,#LakeShow love https://t.co/hTo1W0SfnY,127
175,75,Lakers,20346956,1264,2019-03-03 01:11:38,Shots going up ☄️ https://t.co/akot1LJuBb,131
176,76,Lakers,20346956,8383,2019-03-02 23:38:30,Don't worry about a thing https://t.co/8kR2E7LTuo,1172
177,77,Lakers,20346956,1394,2019-03-02 23:22:53,#LakeShow among the 🌵 tonight https://t.co/wpdlUk82N4,186
178,78,Lakers,20346956,1240,2019-03-02 17:00:00,"No rest for the #LakeShow. Back at it tonight at 6 PT!

📺: @SpectrumSN
📻: 710 ESPN &amp; 1330 KWKW

https://t.co/lPAJrUEMG5",172
179,79,Lakers,20346956,744,2019-03-02 07:46:38,"B.I. and LeBron slammed their way to huge nights, but the Bucks ultimately added to the NBA's best record. 

https://t.co/Ib8e4JaO59",81
180,80,Lakers,20346956,1197,2019-03-02 07:26:17,🎥 Brandon Ingram talks about continuing to be aggressive during the best stretch of his young career. https://t.co/iqL68TNW16,186
181,81,Lakers,20346956,949,2019-03-02 07:17:39,🎥 LeBron James discusses the missed opportunities that cost the Lakers in their late loss to Milwaukee. https://t.co/CbBayXbhMl,164
182,82,Lakers,20346956,445,2019-03-02 06:47:11,🎥 Luke was pleased with the way the team played for most of the game but felt individual defense struggled. https://t.co/GjyEhJxOLh,68
183,83,Lakers,20346956,1262,2019-03-02 06:34:52,🎥 LeBron James pours in 31 points and 10 assists to fuel the Lakers’ offense against the Bucks. https://t.co/FXgPJVlvJk,256
184,84,Lakers,20346956,2526,2019-03-02 06:34:03,"🎥 Brandon Ingram continues his red-hot streak with a 31-point effort, including his monster dunk. https://t.co/p63IKbzKAL",514
185,85,Lakers,20346956,651,2019-03-02 06:32:06,"🎥 Lakers trade buckets with Milwaukee in a marquee matchup, yet come up just short. https://t.co/MVI1wL7EDx",109
186,86,Lakers,20346956,515,2019-03-02 06:12:06,"B.I. and LeBron with matching 31-point displays in a tough clash against the league leaders. 

https://t.co/Amb7WZTWxd",73
187,87,Lakers,20346956,2993,2019-03-02 05:54:21,"Tough way to finish a back-and-forth battle. 

James: 31 pts, 10 ast, 7 reb
Ingram: 31 pts, 8 reb
Rondo: 20 pts, 9… https://t.co/GbwPqRub4c",511
188,88,Lakers,20346956,2408,2019-03-02 05:43:58,👈👌 https://t.co/3erFR6B0I4,308
189,89,Lakers,20346956,0,2019-03-02 05:43:39,"RT @LakersReporter: KCP and Kuzma both made a nice extra pass to get LeBron a wide open 3, which he drilled to answer Bledsoe’s and-1, and…",62
190,90,Lakers,20346956,1098,2019-03-02 05:43:34,"LeBron to the rack +1️⃣

#LakeShow (📺: @SpectrumSN &amp; ESPN) https://t.co/cVjc0P1WI8",218
191,91,Lakers,20346956,970,2019-03-02 05:37:02,"LeBron James earning three points the hard way! 

All tied with 4 minutes left. Catch the finish on @SpectrumSN and ESPN.",116
192,92,Lakers,20346956,893,2019-03-02 05:33:54,Another one! For the second straight game we have a @Bellagio Big Shot Jackpot winner. This time it's Logan Thomas… https://t.co/F0LxpslOJ8,176
193,93,Lakers,20346956,849,2019-03-02 05:31:50,He wants the moment https://t.co/y8cLbmuXOU,111
194,94,Lakers,20346956,1008,2019-03-02 05:29:25,"👌🔙✌️🔙👌

Bron and Rondo sink consecutive treys, evening the score with 7 minutes left.",154
195,95,Lakers,20346956,0,2019-03-02 05:24:40,"RT @LakersReporter: For the second straight game, a fan hit the MGM half court shot … this time for $25K ($100K last game). LAL are 8-1 whe…",146
196,96,Lakers,20346956,1780,2019-03-02 05:18:54,"The King and The Kid taking over.

@B_Ingram13: 29 pts (13/19 FG)
@KingJames: 20 pts, 9 ast, 7 reb https://t.co/KOf6dS55f2",319
197,97,Lakers,20346956,1101,2019-03-02 05:17:22,👌👌👌 https://t.co/ktNYAcDIGC,136
198,98,Lakers,20346956,0,2019-03-02 05:16:53,"RT @LakersReporter: Brandon Ingram’s up to 29 points on 13 of 18 FG’s after drilling a 3-pointer, and Josh Hart answered Brogdon’s 3 moment…",138
199,99,Lakers,20346956,727,2019-03-02 05:16:43,"👑➡️💜

LeBron sends his man to the floor and Hart cashes the triple!",97
200,0,warriors,26270913,259,2019-03-06 03:43:20,GO TIME https://t.co/ZREB9VExhY,72
201,1,warriors,26270913,299,2019-03-06 03:40:50,Game. On. #DubNation,107
202,2,warriors,26270913,1315,2019-03-06 03:28:10,"COUNT IT 
💰 💰 💰 https://t.co/B82vNXPAwS",331
203,3,warriors,26270913,442,2019-03-06 03:21:50,Tonight's starting 5️⃣ https://t.co/2dnGxuIr6D,99
204,4,warriors,26270913,1534,2019-03-06 03:16:42,feelin’ it https://t.co/knWKN75ayY,378
205,5,warriors,26270913,604,2019-03-06 03:15:24,locked in 🔒 https://t.co/SqbvTWk2Al,91
206,6,warriors,26270913,536,2019-03-06 02:30:00,"🏀 GSW vs. BOS
🕓 7:30 PM
📺 @NBAonTNT 
📻 @957thegame 
📱 https://t.co/ZkjPJj14fy  
🗒️ https://t.co/gsYGpJztm4 https://t.co/oGiqRYVkt5",90
207,7,warriors,26270913,1749,2019-03-06 02:11:21,💧 https://t.co/MeWUqj9Xj5,203
208,8,warriors,26270913,0,2019-03-05 21:59:02,"RT @NBA: ‼️ 28.4 PPG 5.3 RPG 5.2 APG ‼️

Watch the BEST play from @StephenCurry30 in every game this season ahead of @warriors hosting BOS…",358
209,9,warriors,26270913,1948,2019-03-05 21:12:00,"The last time #DubNation took on #CUsRise, Steph knocked down FOUR 3-pointers in less than two minutes 💦

Rematch t… https://t.co/2ZPso4wob2",342
210,10,warriors,26270913,2665,2019-03-05 19:21:20,MOOD #DubNation https://t.co/jau1wPRCZb,425
211,11,warriors,26270913,2215,2019-03-05 19:16:02,Game day work 💦 https://t.co/Nf8DPN8KVj,262
212,12,warriors,26270913,479,2019-03-05 18:41:24,"Everything you need to know before tonight's matchup ⬇️

https://t.co/gsYGpJhRXu",68
213,13,warriors,26270913,1987,2019-03-05 17:44:00,"#DubNation, please join us in wishing Assistant Coach Mike Brown a Happy Birthday 🎉 https://t.co/fMdwaVvmjU",186
214,14,warriors,26270913,1202,2019-03-05 16:43:00,"Back on #WarriorsGround 💪

Dubs vs. Celtics, presented by @Chase https://t.co/x8OUsdSuuB",201
215,15,warriors,26270913,1296,2019-03-05 00:45:00,"Top of the league in scoring 💥 

By the Numbers, presented by @zoom_us, takes a look into the Dubs scoring stats 🔢 https://t.co/mW5p5uf2hU",189
216,16,warriors,26270913,472,2019-03-04 23:33:01,".@_Alvo_ goes one-on-one with a Dubs fan for a game of HOME in the @realtordotcom Home Court Challenge.

Watch to s… https://t.co/l6Ai7RTlVy",64
217,17,warriors,26270913,3947,2019-03-04 21:30:12,Back to W O R K 💪 https://t.co/gxCo0wYady,384
218,18,warriors,26270913,765,2019-03-04 20:01:00,"Defense 👉offense for the Dubs

Defensive Plays of the Week, presented by @CyberPolicy_com https://t.co/OjgH4QkBUu",107
219,19,warriors,26270913,585,2019-03-04 17:42:05,The Dubs and @DoorDash hooked up some lucky fans with food and swag from guest dasher @1jordanbell 🤗 https://t.co/WpIfiwXh6O,74
220,20,warriors,26270913,4389,2019-03-04 17:33:25,"#DubNation, join us in wishing @Money23Green a Happy Birthday! https://t.co/gT98guxzn7",621
221,21,warriors,26270913,3105,2019-03-03 21:23:00,#SPLASH 💦 HIGHLIGHTS https://t.co/VAG4azFVou,479
222,22,warriors,26270913,1311,2019-03-03 18:48:02,"scenes from the dub

📸https://t.co/GyvrjDmiNS https://t.co/YeaiRuSgxJ",154
223,23,warriors,26270913,1014,2019-03-03 17:28:00,"Ended up on top 💪

#JBLxGSW with the top moments from the win ✔️ https://t.co/5AFG1ZD2jl",125
224,24,warriors,26270913,765,2019-03-03 06:01:01,"A close win in Philly wrapped up the Dubs' latest East Coast swing.

Full game recap ⬇️
https://t.co/zBuH9mTd5x",88
225,25,warriors,26270913,1885,2019-03-03 05:33:00,"What a dish by Dray. 👀

It's the Assist of the Night, presented by State Farm https://t.co/z0DH7XoGfL",193
226,26,warriors,26270913,1174,2019-03-03 05:10:25,"Primetime win 🔥

Relive the excitement in tonight's Game Rewind, presented by @Verizon. https://t.co/uY0G0RzvLK",148
227,27,warriors,26270913,5863,2019-03-03 04:37:06,👏👏👏 https://t.co/vyu5lH2D50,761
228,28,warriors,26270913,3566,2019-03-03 04:19:20,"Final 📊

KD: 34p/5r/5a
Steph: 28p/4s/4r/2a
DeMarcus: 25p/8r/2s
Damion: 12p/2s/2r
Draymond: 10a/9r/6p/3s
Andre: 6p/4… https://t.co/Vz5LR2R0jG",602
229,29,warriors,26270913,9291,2019-03-03 04:10:46,"grabbed the dub, let's go home. https://t.co/5v572cFNM4",1745
230,30,warriors,26270913,1221,2019-03-03 03:58:08,"UP
UP
UP https://t.co/nos86Soct4",157
231,31,warriors,26270913,3457,2019-03-03 03:55:10,beautiful. https://t.co/fN1q1COZHN,521
232,32,warriors,26270913,920,2019-03-03 03:52:38,"🔔 GET OUTTA HERE 🔔

📺 #NBAonABC https://t.co/G9ivxZGdOt",133
233,33,warriors,26270913,3759,2019-03-03 03:51:53,up to somethin' https://t.co/RVciDZ0n0T,577
234,34,warriors,26270913,946,2019-03-03 03:40:03,"Third straight 20+ point game for Boogie 🤫

📺 #NBAonABC https://t.co/Y1UuBd3Ccx",131
235,35,warriors,26270913,0,2019-03-03 03:34:29,RT @WarriorsPR: DeMarcus Cousins has his third-straight 20-point game (fourth this season) with 20 points on 7-of-13 from the field.,166
236,36,warriors,26270913,1365,2019-03-03 03:27:25,"💦 KEEP 'EM COMING 💦

📺 #NBAonABC https://t.co/kodDQYHrTh",165
237,37,warriors,26270913,1251,2019-03-03 03:21:56,.@Dami0nLee knockin' em down 💦 https://t.co/Cg7n5J038v,145
238,38,warriors,26270913,880,2019-03-03 03:18:45,"KD #SPLASH💦 gives him 25 (so far) this evening

📺 #NBAonABC https://t.co/tKdnYeOsWt",128
239,39,warriors,26270913,1649,2019-03-03 03:02:33,"silky smooth

📺 #NBAonABC https://t.co/2QAqD8oXaW",211
240,40,warriors,26270913,2487,2019-03-03 03:01:02,🗣 GO AHEAD THEN STEPH https://t.co/n80rZv5k0M,280
241,41,warriors,26270913,977,2019-03-03 02:58:55,"Damion #SPLASH💦

📺 #NBAonABC https://t.co/6XdVXCOOHS",134
242,42,warriors,26270913,1814,2019-03-03 02:48:09,"first half
v i e w s https://t.co/agaYFHkGxh",195
243,43,warriors,26270913,951,2019-03-03 02:21:37,"That dish to dunk, though 👀

📺 #NBAonABC https://t.co/HTF3uQyJRO",150
244,44,warriors,26270913,1418,2019-03-03 02:06:33,KD with 13 points early 🔥🔥🔥 https://t.co/gRnCfXCYHC,156
245,45,warriors,26270913,630,2019-03-03 02:01:21,"Check in and go to work, @1jordanbell 👌

📺 #NBAonABC https://t.co/cpu7I6j2rL",82
246,46,warriors,26270913,1579,2019-03-03 01:49:35,"Steph #SPLASH💦

📺 #NBAonABC https://t.co/diLi6NzJo7",258
247,47,warriors,26270913,1002,2019-03-03 01:41:02,Game. On. #DubNation,191
248,48,warriors,26270913,845,2019-03-03 01:39:12,Starters in Philly ⬇️ https://t.co/XUPDQPHDxC,143
249,49,warriors,26270913,0,2019-03-03 00:47:42,"RT @NBA: Quinn Cook x Jordan Bell pregame in Philly!

🏀: #HereTheyCome x #DubNation
⏰: 8:30pm/et  📺: #NBAonABC https://t.co/yexgKEFNRM",129
250,50,warriors,26270913,0,2019-03-03 00:37:26,"RT @WarriorsPR: Injury report for tonight's game at Philadelphia: Klay Thompson (right knee soreness), Kevon Looney (right pelvic soreness)…",123
251,51,warriors,26270913,849,2019-03-03 00:30:00,"🏀 GSW vs. PHI
🕓 5:30 PM
📺 ABC
📻 95.7 The Game
📱 https://t.co/ZkjPJjiF76 
🗒️ https://t.co/0xqon6dV5e https://t.co/u4YChPowHM",112
252,52,warriors,26270913,1655,2019-03-02 21:52:00,"March 2, 1962. 

Wilt Chamberlain dropped 100 points &amp; grabbed the win. 

57 years later, he still holds the record… https://t.co/VHck3WlNFu",325
253,53,warriors,26270913,3748,2019-03-02 19:30:08,"Congrats on 100 career titles, @rogerfederer 🏆

#RF100 https://t.co/IcWm2cYauv",622
254,54,warriors,26270913,573,2019-03-02 18:45:00,"Dubs. Sixers.

Here's what you need to know ⬇️

https://t.co/HFVoxJY41F",66
255,55,warriors,26270913,2701,2019-03-02 17:11:00,"Grattis på födelsedagen, @JonasJerebko! 🇸🇪🎉

#DubNation https://t.co/efI9iwxbvK",247
256,56,warriors,26270913,1514,2019-03-02 16:37:00,#DubNation heads to the City of Brotherly Love https://t.co/l2V9iHLool,205
257,57,warriors,26270913,1054,2019-03-02 03:44:00,"Dubs close out the road trip with some Saturday night hoops

Get ready ⤵️

https://t.co/0xqon5WkdG",102
258,58,warriors,26270913,718,2019-03-01 22:14:00,"“We’re living in a time where women are making these incredible strides.“

When @GSWDanceTeam member Anisha isn’t o… https://t.co/jd1lLLBbnJ",75
259,59,warriors,26270913,657,2019-03-01 18:42:00,"""What we're building here is a piece of Warriors history and a piece of basketball history. Something that's unique… https://t.co/kbPMxeHb8G",114
260,60,warriors,26270913,694,2019-03-01 04:21:29,"Game three of the East Coast road swing is in the books.

https://t.co/UfV7R5u0s8",62
261,61,warriors,26270913,638,2019-03-01 02:56:35,"Dubs drop a hard-fought game in Orlando.

See more in the Game Rewind, presented by @Verizon https://t.co/yUlOHYMsqx",84
262,62,warriors,26270913,1085,2019-03-01 02:28:20,"Final 📊

Stephen: 33p/8r/6a
DeMarcus: 21p/11r/2a/1s/1b
Klay: 21p/3r
Draymond: 5p/6r/3a/1s/1b
Jordan: 6p/8r/1a
Alfon… https://t.co/QrCgEVTxpc",161
263,63,warriors,26270913,2921,2019-03-01 02:16:32,Tough one in Orlando. https://t.co/Ic3v6BIxS8,360
264,64,warriors,26270913,2620,2019-03-01 02:11:35,A N G L E S https://t.co/v54kLvgmhH,346
265,65,warriors,26270913,0,2019-03-01 01:51:43,RT @WarriorsPR: DeMarcus Cousins has his second-straight 20-point/10-rebound game and fifth-straight double-double with 21 points and 10 bo…,117
266,66,warriors,26270913,806,2019-03-01 01:50:21,"spin cycle 🔄

📺 @NBCSAuthentic https://t.co/Y4c77Pv173",114
267,67,warriors,26270913,5521,2019-03-01 01:41:30,3⃣0⃣ for 3⃣0⃣ https://t.co/TBT2UALJHr,827
268,68,warriors,26270913,837,2019-03-01 01:34:20,https://t.co/2qHp3V70rF,63
269,69,warriors,26270913,1344,2019-03-01 01:31:48,"flex on 'em, Draymond 💪

📺 @NBCSAuthentic https://t.co/ZV01TwABPq",127
270,70,warriors,26270913,635,2019-03-01 01:27:27,"🗣 GET OUT THE WAY

📺 @NBCSAuthentic https://t.co/OmdzIvbPPA",92
271,71,warriors,26270913,612,2019-03-01 01:21:05,"Draymond opens the half with a #SPLASH💦

📺 @NBCSAuthentic https://t.co/WsEhAULgVL",80
272,72,warriors,26270913,705,2019-03-01 01:06:54,Views from the first half 📸 https://t.co/tZVZ8nPzoU,83
273,73,warriors,26270913,794,2019-03-01 01:02:23,Back-to-back buckets for Klay 🔥 https://t.co/lRNi8hidhv,105
274,74,warriors,26270913,598,2019-03-01 00:59:48,"tasty dish 🍽

📺 @NBCSAuthentic https://t.co/d6Ai1xp3iq",84
275,75,warriors,26270913,1427,2019-03-01 00:35:37,"Steph's making things happen tonight 💪

📺 @NBCSAuthentic https://t.co/I2ewxSZk6q",218
276,76,warriors,26270913,1714,2019-03-01 00:30:27,"Second #SPLASH💦 so far tonight for Steph 

👨‍🍳

📺 @NBCSAuthentic https://t.co/OievchMfks",213
277,77,warriors,26270913,3108,2019-03-01 00:27:10,Chef's cookin' https://t.co/H724rPCKJP,368
278,78,warriors,26270913,846,2019-03-01 00:16:18,"early Klay #SPLASH💦

📺 @NBCSAuthentic https://t.co/WoQnb0u43q",132
279,79,warriors,26270913,697,2019-03-01 00:11:12,Game. On. #DubNation,141
280,80,warriors,26270913,938,2019-03-01 00:07:20,Tonight's starting 🖐️: https://t.co/Qjp8XVSqIl,146
281,81,warriors,26270913,614,2019-02-28 23:45:16,"Ya'll ready for this?

Stream it live: https://t.co/FnOPCZszG5 https://t.co/LJigMpM4B9",84
282,82,warriors,26270913,2870,2019-02-28 23:09:20,"#DubNation, it's almost that time again https://t.co/HrDai4QrAI",316
283,83,warriors,26270913,500,2019-02-28 23:00:00,"🏀 GSW at ORL
🕓 4 PM
📺 @NBCSAuthentic 
📻 @957thegame 
📱 https://t.co/ZkjPJjiF76  
🗒️ https://t.co/jQlgrAP8uc https://t.co/Ru8DSpkEwV",67
284,84,warriors,26270913,989,2019-02-28 21:28:00,"Last time the Dubs took on the Magic, KD went OFF for 49 points &amp; Klay dropped 19 in the fourth for a comeback win.… https://t.co/pUhhRyt7kq",148
285,85,warriors,26270913,1201,2019-02-28 20:35:00,"B U C K E T S 

Dubs have led the @NBA in Offensive Rating three of the past four seasons.

Behind the Data x… https://t.co/FcOy9LLWqn",137
286,86,warriors,26270913,0,2019-02-28 19:24:56,"RT @WarriorsPR: Injury report for tonight’s game at Orlando: Jonas Jerebko (right quad contusion) is probable. Kevin Durant (rest), Andre I…",109
287,87,warriors,26270913,826,2019-02-28 19:21:00,"Hoop and the harm

Dubs knocked down THREE and-1 trey balls last night in Miami 💪 https://t.co/0S8kpKnFZ3",117
288,88,warriors,26270913,486,2019-02-28 18:11:17,"Study up for tonight's matchup with the Magic ⤵️

https://t.co/jQlgrAP8uc",49
289,89,warriors,26270913,1724,2019-02-28 17:03:01,"Dubs. Magic.

It's going down tonight in Orlando 💯 https://t.co/s3idNqGPuO",191
290,90,warriors,26270913,477,2019-02-28 04:25:00,"Full 48 minutes of action.

Game recap 👇
https://t.co/PaeETP9hjI",65
291,91,warriors,26270913,667,2019-02-28 04:10:47,"Dubs' comeback falls just short.

@Verizon has it all in the Game Rewind ⏪ https://t.co/TwGmsejaE0",87
292,92,warriors,26270913,1378,2019-02-28 03:18:35,"Final 📊

Klay: 36p/3s/2r
KD: 29p/5r/5a
Steph: 24p/6r/4a
Jordan: 10p/6r/2a
Quinn: 8p/2r
Jonas: 6p/3r
Kevon: 6r/2a
Dr… https://t.co/toXm9YXVVS",223
293,93,warriors,26270913,7864,2019-02-28 03:15:56,🤜🤛 https://t.co/6kRwqzOPIu,1226
294,94,warriors,26270913,14493,2019-02-28 03:14:36,"Respect, @DwyaneWade https://t.co/OjdAWnPepH",2582
295,95,warriors,26270913,829,2019-02-28 03:06:32,🍿🍿🍿 https://t.co/cEXhHDJgcH,111
296,96,warriors,26270913,1337,2019-02-28 02:58:16,"seventh #SPLASH 💦 for Klay 

(and counting) https://t.co/5swB9q1zER",139
297,97,warriors,26270913,1964,2019-02-28 02:57:17,"OH MY GOODNESS

📺  @NBCSAuthentic https://t.co/BwIl3JKeg0",311
298,98,warriors,26270913,0,2019-02-28 02:56:58,"RT @WarriorsPR: Klay Thompson has his 10th 30-point game of the season with 36 points, hitting 14-of-22 from the field and 7-of-14 from thr…",197
299,99,warriors,26270913,3850,2019-02-28 02:54:45,K L A Y https://t.co/RjKQUtYqri,414
