,Assists,AssistsPercentage,BlockedShots,BlocksPercentage,DefensiveRebounds,DefensiveReboundsPercentage,DoubleDoubles,EffectiveFieldGoalsPercentage,FantasyPoints,FantasyPointsDraftKings,FantasyPointsFanDuel,FantasyPointsFantasyDraft,FantasyPointsYahoo,FieldGoalsAttempted,FieldGoalsMade,FieldGoalsPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowsPercentage,Games,GlobalTeamID,IsClosed,Minutes,Name,OffensiveRebounds,OffensiveReboundsPercentage,PersonalFouls,PlayerEfficiencyRating,PlayerID,PlusMinus,Points,Position,Rebounds,Season,SeasonType,Seconds,Started,StatID,Steals,StealsPercentage,Team,TeamID,ThreePointersAttempted,ThreePointersMade,ThreePointersPercentage,TotalReboundsPercentage,TripleDoubles,TrueShootingAttempts,TrueShootingPercentage,TurnOversPercentage,Turnovers,TwoPointersAttempted,TwoPointersMade,TwoPointersPercentage,Updated,UsageRatePercentage
48,115.0,10.9,9.0,0.5,102.6,7.3,0.0,62.2,1091.2,1173.2,1145.3,1173.2,1145.3,593.9,286.3,54.3,65.4,50.7,87.5,52,20000023,False,1628,E'Twaun Moore,39.4,2.9,125.1,15.9,20000524,25.9,706.6,SG,142.0,2019,1,24,36,576320,45.1,1.5,NO,23,195.0,83.4,48.2,5.1,0.0,622.7,63.9,10.9,66.5,399.0,202.9,57.3,2019-03-05T18:19:44,19.7
49,11.3,10.9,2.3,1.4,23.7,17.8,0.0,39.8,100.8,110.4,109.8,110.4,109.8,57.5,16.9,33.1,4.5,3.4,84.5,9,20000021,False,171,Chandler Parsons,1.1,0.8,19.2,5.4,20000526,9.0,45.1,SF,24.8,2019,1,50,3,576321,6.8,2.2,MEM,21,36.1,7.9,24.7,9.2,0.0,59.5,42.5,14.8,9.0,21.4,9.0,47.4,2019-03-05T18:19:44,20.4
50,20.3,7.5,10.1,2.0,81.1,20.6,0.0,47.3,347.8,376.1,363.6,376.1,363.6,211.9,69.9,37.2,22.5,19.2,95.8,32,20000025,False,472,Dirk Nowitzki,1.1,0.3,54.1,10.5,20000527,-77.8,197.2,PF,82.3,2019,1,41,5,576322,5.6,0.6,DAL,25,134.1,38.3,32.2,10.5,0.0,221.8,50.0,4.9,10.1,77.8,31.6,45.8,2019-03-05T18:19:44,23.8
51,41.7,6.0,24.8,2.3,232.2,27.7,3.4,68.5,705.4,749.2,753.9,749.2,753.9,109.3,66.5,68.5,93.5,55.2,66.5,53,20000027,False,953,Tyson Chandler,102.6,12.9,121.7,14.8,20000528,-41.7,188.2,C,334.7,2019,1,30,6,576323,23.7,1.3,LAL,27,1.1,0.0,0.0,20.5,0.0,150.5,70.4,25.5,44.0,108.2,66.5,69.3,2019-03-05T18:19:44,9.5
52,254.7,39.9,4.5,0.4,147.6,17.6,11.3,54.1,883.6,975.1,920.8,975.1,920.8,305.4,128.5,47.4,27.0,16.9,70.4,30,20000027,False,955,Rajon Rondo,27.0,3.4,82.3,16.7,20000530,-117.2,309.9,PG,174.7,2019,1,61,13,577197,32.7,1.8,LAL,27,95.8,36.1,42.4,10.7,1.1,317.3,55.0,25.4,92.4,209.6,92.4,49.7,2019-03-05T18:19:44,20.1
53,237.8,54.5,1.1,0.1,92.4,13.1,3.4,52.7,923.6,996.0,949.5,996.0,949.5,433.9,181.4,47.1,87.9,62.0,79.5,38,20000025,False,846,J.J. Barea,14.7,2.1,56.4,22.0,20000531,65.4,467.7,PG,107.1,2019,1,60,0,576324,24.8,1.6,DAL,25,144.3,42.8,33.5,7.7,0.0,472.6,55.8,16.5,81.1,289.6,138.6,54.0,2019-03-05T18:19:44,31.7
54,99.2,7.2,28.2,1.2,442.9,25.4,9.0,60.3,1596.1,1713.0,1685.1,1713.0,1685.1,509.4,226.5,50.2,151.0,128.5,95.9,63,20000019,False,2052,Al-Farouq Aminu,104.8,6.3,133.0,17.3,20000532,360.6,672.8,PF,547.7,2019,1,37,63,577198,60.9,1.6,POR,19,247.9,91.3,41.5,16.0,0.0,575.9,65.8,10.8,60.9,261.5,135.2,58.3,2019-03-05T18:19:44,14.9
55,80.0,15.7,12.4,1.4,80.0,11.1,0.0,53.9,628.3,680.1,676.8,680.1,676.8,280.6,110.4,44.4,111.6,82.3,83.1,51,20000025,False,862,Devin Harris,10.1,1.4,103.7,14.3,20000534,-134.1,350.5,PG,90.2,2019,1,54,0,576325,36.1,2.3,DAL,25,157.8,47.3,33.8,6.3,0.0,329.7,60.0,14.1,47.3,122.8,63.1,57.9,2019-03-05T18:19:44,21.2
56,42.8,21.8,4.5,1.4,23.7,9.2,0.0,53.2,235.3,249.6,248.8,249.6,248.8,119.5,49.6,46.8,14.7,13.5,104.0,22,20000018,False,304,Raymond Felton,3.4,1.3,24.8,15.7,20000537,29.3,125.1,PG,27.0,2019,1,51,0,575669,9.0,1.5,OKC,18,48.5,12.4,28.9,5.2,0.0,125.9,56.1,10.9,13.5,71.0,37.2,59.1,2019-03-05T18:19:44,21.0
57,84.5,12.3,37.2,2.8,207.4,19.7,2.3,70.8,1219.5,1281.7,1292.8,1281.7,1292.8,384.3,225.4,66.2,198.4,149.9,85.2,59,20000025,False,1261,Dwight Powell,100.3,9.7,165.7,25.3,20000539,50.7,632.2,PF,307.7,2019,1,57,4,576326,36.1,1.6,DAL,25,103.7,31.6,34.3,14.8,0.0,471.6,75.5,11.8,55.2,280.6,193.8,77.9,2019-03-05T18:19:44,20.2
58,257.0,16.6,18.0,0.7,324.6,17.5,4.5,55.4,1797.8,1948.9,1911.6,1948.9,1911.6,730.3,288.5,44.5,160.0,127.4,89.7,59,20000001,False,2344,Trevor Ariza,48.5,2.5,128.5,16.1,20000541,-362.9,846.4,SF,373.0,2019,1,4,59,576327,95.8,2.2,WAS,1,430.5,142.0,37.2,9.8,0.0,800.7,59.6,13.5,109.3,299.8,146.5,55.1,2019-03-05T18:19:44,18.6
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1,20000022,False,1,Terrence Jones,0.0,0.0,0.0,-34.0,20000542,-9.0,0.0,PF,0.0,2019,1,20,0,663149,0.0,0.0,HOU,22,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,0.0,2019-03-05T18:19:44,37.8
60,4.5,2.9,4.5,1.7,66.5,32.4,3.4,70.2,255.4,274.1,267.8,274.1,267.8,77.8,48.5,70.2,54.1,32.7,68.1,9,20000001,False,258,Dwight Howard,27.0,12.6,38.3,23.0,20000543,-55.2,129.6,C,93.5,2019,1,38,9,577199,7.9,1.6,WAS,1,0.0,0.0,0.0,22.3,0.0,101.6,72.0,17.0,18.0,77.8,48.5,70.2,2019-03-05T18:19:44,22.2
61,504.9,44.4,50.7,2.0,375.3,19.8,25.9,60.9,3755.8,4167.1,3949.7,4167.1,3949.7,1637.5,720.2,49.6,765.2,670.6,98.7,59,20000022,False,2490,James Harden,62.0,3.0,216.4,38.4,20000544,145.4,2438.8,PG,437.3,2019,1,16,59,576328,143.1,3.2,HOU,22,901.6,328.0,41.0,11.1,6.8,1974.2,69.6,17.1,352.8,735.9,392.2,60.1,2019-03-05T18:19:44,45.8
62,20.3,12.3,4.5,1.7,21.4,10.1,0.0,54.8,192.5,203.4,212.8,203.4,212.8,83.4,36.1,48.7,24.8,18.0,81.9,12,20000030,False,247,Corey Brewer,5.6,2.6,33.8,16.1,20000547,4.5,99.2,SF,27.0,2019,1,57,3,644824,15.8,3.3,SAC,30,30.4,9.0,33.4,6.3,0.0,94.3,59.4,10.9,10.1,53.0,27.0,57.6,2019-03-05T18:19:44,19.6
63,76.6,7.9,93.5,4.9,422.6,30.0,34.9,71.5,2007.0,2133.7,2133.2,2133.7,2133.2,615.3,389.9,71.5,209.6,130.7,70.3,48,20000022,False,1850,Clint Capela,252.4,16.7,142.0,28.4,20000549,55.2,910.6,C,675.1,2019,1,37,48,576329,32.7,1.0,HOU,22,0.0,0.0,0.0,23.1,0.0,707.6,72.5,11.6,81.1,615.3,389.9,71.5,2019-03-05T18:19:44,20.9
64,269.4,19.7,41.7,1.8,309.9,17.6,6.8,58.8,1544.6,1665.4,1650.5,1665.4,1650.5,440.7,179.2,45.9,126.2,98.0,87.6,66,20000028,False,2033,Patrick Beverley,67.6,4.1,259.2,15.1,20000554,81.1,557.9,PG,377.5,2019,1,59,37,576330,64.2,1.7,LAC,28,259.2,101.4,44.1,11.1,0.0,496.2,63.3,16.0,82.3,181.4,77.8,48.3,2019-03-05T18:19:44,13.6
65,250.2,25.6,15.8,1.0,255.8,20.1,1.1,52.7,1190.1,1263.4,1237.4,1263.4,1237.4,433.9,199.5,51.8,95.8,67.6,79.6,57,20000019,False,1497,Evan Turner,37.2,3.0,103.7,14.8,20000556,22.5,474.5,SG,293.0,2019,1,32,2,577200,31.6,1.1,POR,19,51.8,7.9,17.1,11.7,0.0,476.0,56.1,20.5,105.9,382.1,191.6,56.5,2019-03-05T18:19:44,18.6
66,151.0,13.4,18.0,1.0,140.9,9.3,0.0,53.8,1108.1,1204.2,1166.7,1204.2,1166.7,614.2,250.2,45.9,48.5,41.7,96.9,58,20000021,False,1965,Avery Bradley,46.2,2.9,176.9,10.1,20000559,-98.0,627.7,SG,187.1,2019,1,64,58,576331,40.6,1.2,MEM,21,242.3,85.7,39.8,6.0,0.0,635.5,55.7,13.7,87.9,371.9,164.5,49.8,2019-03-05T18:19:44,18.8
67,285.1,21.6,27.0,1.4,158.9,9.8,1.1,59.5,1477.8,1598.9,1624.3,1598.9,1624.3,484.6,199.5,46.4,120.6,94.7,88.5,63,20000009,False,1945,Marcus Smart,54.1,3.3,176.9,16.7,20000560,193.8,606.3,PG,213.0,2019,1,56,43,575670,119.5,3.4,BOS,9,306.5,112.7,41.5,6.6,0.0,537.7,63.6,18.4,104.8,178.1,86.8,54.9,2019-03-05T18:19:44,16.1
68,12.4,16.9,1.1,0.9,5.6,5.5,0.0,49.4,98.4,111.9,101.8,111.9,101.8,72.1,27.0,42.3,18.0,12.4,77.5,7,20000020,False,123,Isaiah Thomas,4.5,4.4,13.5,11.9,20000561,-20.3,76.6,PG,10.1,2019,1,46,0,576332,2.3,1.0,DEN,20,33.8,10.1,33.8,5.0,0.0,80.1,54.0,18.6,15.8,38.3,16.9,49.7,2019-03-05T18:19:44,36.9
69,116.1,9.9,27.0,1.3,275.0,17.1,2.3,57.0,1504.4,1640.6,1587.8,1640.6,1587.8,704.4,278.4,44.5,181.4,126.2,78.4,62,20000017,False,1938,Jae Crowder,59.7,3.8,149.9,16.2,20000562,156.7,838.5,PF,334.7,2019,1,25,8,576333,56.4,1.6,UTA,17,460.9,155.5,38.0,10.5,0.0,784.2,60.2,10.0,76.6,243.4,122.8,56.9,2019-03-05T18:19:44,21.4
70,91.3,11.4,13.5,1.1,215.3,21.6,1.1,62.5,935.5,1003.0,968.2,1003.0,968.2,329.1,152.1,52.1,72.1,58.6,91.5,58,20000026,False,1158,Jonas Jerebko,75.5,8.2,127.4,17.8,20000563,120.6,424.9,PF,290.8,2019,1,34,6,575671,19.2,0.9,GS,26,174.7,62.0,40.0,15.1,0.0,360.8,66.4,11.4,40.6,154.4,90.2,65.8,2019-03-05T18:19:44,16.7
71,121.7,14.2,27.0,1.8,243.4,20.2,2.3,65.1,1263.8,1384.0,1332.6,1384.0,1332.6,481.2,228.8,53.5,152.1,122.8,90.9,60,20000004,False,1453,Kelly Olynyk,63.1,5.3,161.2,19.6,20000564,64.2,679.6,C,306.5,2019,1,49,17,576334,41.7,1.6,MIA,4,276.1,99.2,40.5,12.7,0.0,548.2,69.9,17.9,103.7,205.1,129.6,71.2,2019-03-05T18:19:44,21.7
72,415.9,41.6,32.7,1.6,395.6,24.4,30.4,63.6,2593.3,2814.7,2698.2,2814.7,2698.2,1005.3,512.8,57.5,397.8,266.0,75.4,46,20000027,False,1848,LeBron James,53.0,3.4,87.9,34.5,20000571,83.4,1399.7,SF,448.5,2019,1,34,46,577201,72.1,2.1,LAL,27,308.8,108.2,39.4,14.1,6.8,1180.3,66.8,14.8,178.1,696.5,404.6,65.5,2019-03-05T18:19:44,34.4
73,25.9,14.6,3.4,1.0,113.8,45.3,7.9,52.9,415.5,462.4,421.2,462.4,421.2,163.4,62.0,42.7,82.3,73.3,100.3,11,20000012,False,327,Kevin Love,22.5,8.2,32.7,27.2,20000572,14.7,227.7,PF,136.4,2019,1,15,11,576335,2.3,0.4,CLE,12,78.9,30.4,43.5,26.0,0.0,199.6,64.4,12.9,25.9,84.5,31.6,42.0,2019-03-05T18:19:44,34.2
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000005,False,0,Timofey Mozgov,0.0,0.0,0.0,0.0,20000573,0.0,0.0,C,0.0,2019,1,0,0,576336,0.0,0.0,ORL,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
75,412.5,40.0,28.2,1.5,224.3,13.8,18.0,63.8,2449.6,2645.1,2569.1,2645.1,2569.1,1075.2,533.1,55.9,209.6,182.6,98.2,53,20000009,False,1959,Kyrie Irving,66.5,4.1,143.1,32.0,20000574,332.5,1399.7,PG,290.8,2019,1,32,53,575672,91.3,2.5,BOS,9,361.8,151.0,47.0,8.9,0.0,1167.4,67.5,13.3,156.7,713.4,382.1,60.4,2019-03-05T18:19:44,33.0
76,23.7,15.8,3.4,1.3,20.3,10.6,0.0,47.1,162.4,176.4,178.2,176.4,178.2,89.0,30.4,38.5,11.3,9.0,90.2,11,20000012,False,250,J.R. Smith,0.0,0.0,21.4,10.2,20000575,-15.8,83.4,SG,20.3,2019,1,20,4,576337,12.4,2.8,CLE,12,44.0,13.5,34.7,5.1,0.0,94.0,49.9,13.1,12.4,45.1,16.9,42.3,2019-03-05T18:19:44,21.1
77,110.4,13.4,23.7,1.7,131.9,12.8,0.0,54.4,911.3,986.7,991.3,986.7,991.3,420.4,157.8,42.3,46.2,38.3,93.4,48,20000022,False,1349,Iman Shumpert,23.7,2.1,113.8,13.2,20000576,-80.0,444.0,SG,155.5,2019,1,14,40,576338,56.4,2.3,HOU,22,253.6,90.2,40.1,7.3,0.0,440.7,56.8,10.4,45.1,166.8,67.6,45.6,2019-03-05T18:19:44,17.7
78,84.5,12.8,18.0,1.5,264.8,29.4,20.3,59.3,1147.6,1228.1,1197.2,1228.1,1197.2,370.8,195.0,59.3,95.8,62.0,72.9,35,20000012,False,1174,Tristan Thompson,173.6,17.7,91.3,22.6,20000577,-269.4,451.9,C,438.4,2019,1,42,35,576339,31.6,1.5,CLE,12,0.0,0.0,0.0,23.3,0.0,412.9,61.6,13.5,56.4,370.8,195.0,59.3,2019-03-05T18:19:44,19.9
79,200.6,37.4,2.3,0.2,80.0,11.7,0.0,56.8,681.2,748.0,699.2,748.0,699.2,266.0,109.3,46.3,58.6,47.3,91.1,48,20000012,False,895,Matthew Dellavedova,6.8,0.9,83.4,14.6,20000579,-73.3,315.6,PG,86.8,2019,1,4,0,576340,15.8,1.0,CLE,12,144.3,49.6,38.8,6.1,0.0,291.8,61.0,23.2,75.5,121.7,59.7,55.3,2019-03-05T18:19:44,20.4
80,172.4,14.3,15.8,0.7,200.6,11.7,0.0,70.9,1486.9,1636.1,1536.4,1636.1,1536.4,675.1,342.6,57.3,108.2,92.4,96.2,61,20000008,False,2056,Joe Harris,46.2,2.7,171.3,18.2,20000584,-73.3,942.2,SG,246.8,2019,1,22,61,576341,33.8,0.9,BKN,8,348.2,164.5,53.2,7.2,0.0,722.7,73.5,14.8,109.3,326.8,178.1,61.4,2019-03-05T18:19:44,19.4
81,166.8,12.5,33.8,1.6,289.6,16.2,9.0,63.2,1922.4,2029.4,2073.5,2029.4,2073.5,747.2,399.0,60.2,122.8,76.6,70.3,64,20000013,False,2192,Thaddeus Young,171.3,10.1,176.9,21.3,20000587,249.1,916.3,PF,460.9,2019,1,61,64,576342,117.2,3.0,IND,13,113.8,41.7,41.2,13.2,0.0,801.3,64.5,12.4,99.2,633.4,357.3,63.6,2019-03-05T18:19:44,20.3
82,76.6,5.7,161.2,7.5,289.6,15.6,1.1,64.4,1702.9,1842.1,1904.6,1842.1,1904.6,703.2,315.6,50.6,87.9,73.3,93.9,64,20000015,False,2027,Brook Lopez,25.9,1.6,164.5,18.8,20000588,515.0,876.8,C,315.6,2019,1,42,64,576343,40.6,1.0,MIL,15,471.1,172.4,41.2,9.0,0.0,741.9,66.6,9.8,71.0,232.2,143.1,69.5,2019-03-05T18:19:44,19.1
83,134.1,9.9,0.0,0.0,257.0,13.8,0.0,65.1,1814.6,1959.3,1873.2,1959.3,1873.2,912.9,455.3,56.2,254.7,208.5,92.3,64,20000013,False,2287,Bojan Bogdanovic,33.8,1.9,125.1,20.7,20000591,219.8,1263.4,SF,290.8,2019,1,30,64,576344,58.6,1.4,IND,13,341.5,144.3,47.6,8.0,0.0,1024.9,69.4,11.5,116.1,571.4,311.1,61.3,2019-03-05T18:19:44,24.7
84,193.8,20.9,62.0,4.3,286.3,24.1,7.9,69.9,1526.9,1618.1,1649.7,1618.1,1649.7,385.4,237.8,69.5,180.3,99.2,62.0,63,20000020,False,1458,Mason Plumlee,152.1,12.7,225.4,23.5,20000594,84.5,577.0,C,438.4,2019,1,38,16,576345,60.9,2.3,DEN,20,7.9,2.3,32.2,18.4,0.0,464.8,70.0,22.0,112.7,377.5,235.5,70.3,2019-03-05T18:19:44,19.0
85,81.1,8.7,9.0,0.5,253.6,20.1,3.4,55.1,1184.5,1284.8,1221.7,1284.8,1221.7,511.7,201.7,44.4,232.2,173.6,84.3,53,20000008,False,1519,DeMarre Carroll,62.0,4.9,94.7,17.0,20000601,89.0,672.8,SF,315.6,2019,1,1,0,576346,28.2,1.0,BKN,8,271.6,95.8,39.8,12.5,0.0,613.8,61.8,10.5,63.1,240.1,105.9,49.7,2019-03-05T18:19:44,21.3
86,108.2,11.2,51.8,3.4,291.9,23.2,11.3,59.6,1579.8,1678.9,1712.8,1678.9,1712.8,547.7,267.1,55.0,214.1,151.0,79.5,52,20000020,False,1541,Paul Millsap,124.0,9.8,148.8,23.8,20000602,291.9,730.3,PF,415.9,2019,1,37,47,576347,81.1,2.9,DEN,20,125.1,45.1,40.6,16.5,0.0,641.9,64.1,12.2,77.8,422.6,222.0,59.2,2019-03-05T18:19:44,22.4
87,241.2,23.0,85.7,5.0,297.5,20.5,9.0,65.0,1841.7,1955.3,1980.4,1955.3,1980.4,642.4,337.0,59.2,71.0,57.5,91.3,54,20000009,False,1754,Al Horford,115.0,7.8,116.1,25.3,20000603,176.9,799.0,PF,412.5,2019,1,51,54,575673,53.0,1.6,BOS,9,192.7,67.6,39.6,14.1,0.0,673.6,66.8,13.4,91.3,449.7,269.4,67.5,2019-03-05T18:19:44,21.3
88,63.1,8.7,12.4,0.9,139.7,13.9,0.0,65.7,843.2,942.5,875.9,942.5,875.9,432.8,189.3,49.4,69.9,58.6,94.6,57,20000017,False,1214,Kyle Korver,7.9,0.8,90.2,16.0,20000604,92.4,563.5,SG,147.6,2019,1,18,0,576348,20.3,0.9,UTA,17,305.4,126.2,46.5,7.4,0.0,463.5,68.5,12.4,57.5,127.4,63.1,55.9,2019-03-05T18:19:44,20.7
89,343.7,42.1,16.9,1.3,87.9,8.4,10.1,52.5,1173.5,1261.1,1234.4,1261.1,1234.4,413.6,175.8,47.9,154.4,124.0,90.5,38,20000016,False,1276,Jeff Teague,18.0,1.7,91.3,20.0,20000605,7.9,509.4,PG,105.9,2019,1,22,37,576349,44.0,1.9,MIN,16,100.3,33.8,38.0,5.0,0.0,481.5,59.6,19.4,100.3,313.3,142.0,51.1,2019-03-05T18:19:44,21.6
90,284.0,24.1,11.3,0.5,202.9,12.4,2.3,52.3,1753.4,1896.5,1827.8,1896.5,1827.8,956.8,393.3,46.3,201.7,164.5,92.0,60,20000018,False,1940,Dennis Schroder,32.7,1.9,154.4,17.9,20000606,135.2,1051.5,PG,235.5,2019,1,31,12,575674,63.1,1.7,OKC,18,294.1,100.3,38.4,7.1,0.0,1045.6,56.7,14.6,155.5,662.7,293.0,49.8,2019-03-05T18:19:44,28.4
91,135.2,15.4,42.8,2.8,191.6,15.8,0.0,55.0,1360.7,1470.7,1491.5,1470.7,1491.5,632.2,267.1,47.6,165.7,119.5,81.3,51,20000003,False,1486,Kent Bazemore,36.1,2.9,154.4,18.3,20000608,-312.2,737.1,SG,227.7,2019,1,27,35,576350,87.9,3.1,ATL,3,262.6,83.4,35.8,9.2,0.0,705.1,58.9,15.7,113.8,369.7,183.7,56.0,2019-03-05T18:19:44,25.4
92,59.7,8.6,12.4,1.0,183.7,20.1,0.0,59.1,749.6,820.2,784.5,820.2,784.5,333.6,134.1,45.3,28.2,18.0,72.1,61,20000007,False,1069,Mike Scott,33.8,3.9,121.7,12.8,20000609,72.1,367.4,PF,217.5,2019,1,33,0,576351,22.5,1.1,PHI,7,195.0,81.1,46.9,12.3,0.0,346.0,59.8,11.2,38.3,138.6,53.0,43.1,2019-03-05T18:19:44,17.0
93,206.2,23.8,4.5,0.3,96.9,8.6,0.0,52.6,975.2,1042.5,1032.7,1042.5,1032.7,446.3,182.6,46.1,92.4,64.2,78.3,55,20000002,False,1383,Shelvin Mack,20.3,1.8,94.7,14.2,20000610,-260.3,481.2,PG,117.2,2019,1,6,3,576352,53.0,2.1,CHA,2,144.3,51.8,40.5,5.2,0.0,487.0,55.7,14.3,71.0,302.0,130.7,48.8,2019-03-05T18:19:44,19.6
94,5.6,7.5,0.0,0.0,9.0,8.6,0.0,56.4,62.5,68.7,62.5,68.7,62.5,42.8,18.0,47.4,4.5,2.3,56.4,11,20000006,False,127,John Jenkins,2.3,2.0,1.1,10.1,20000612,4.5,45.1,SG,11.3,2019,1,20,0,653642,0.0,0.0,NY,6,19.2,6.8,39.8,5.2,0.0,44.8,56.4,10.3,4.5,23.7,11.3,53.6,2019-03-05T18:19:44,18.5
95,74.4,8.6,36.1,2.6,172.4,15.7,1.1,57.3,871.2,949.8,927.5,949.8,927.5,337.0,130.7,43.7,91.3,74.4,91.9,53,20000027,False,1246,Mike Muscala,58.6,5.6,135.2,14.0,20000613,39.4,418.1,PF,231.0,2019,1,11,6,575675,20.3,0.9,LAL,27,242.3,82.3,38.3,10.8,0.0,377.1,62.5,12.8,48.5,94.7,48.5,57.7,2019-03-05T18:19:44,16.0
96,14.7,6.0,2.3,0.5,85.7,26.9,1.1,71.0,290.7,317.3,322.2,317.3,322.2,82.3,41.7,57.1,15.8,9.0,64.4,33,20000017,False,384,Thabo Sefolosha,6.8,2.2,30.4,16.2,20000615,76.6,113.8,SF,92.4,2019,1,16,0,576353,29.3,4.1,UTA,17,41.7,21.4,57.9,14.7,0.0,89.2,72.0,19.9,19.2,40.6,20.3,56.4,2019-03-05T18:19:44,13.6
97,179.2,13.8,89.0,3.6,420.4,21.8,25.9,57.8,2664.1,2804.8,2789.2,2804.8,2789.2,1164.2,593.9,57.5,373.0,316.7,95.7,64,20000024,False,2359,LaMarcus Aldridge,218.6,11.5,158.9,28.3,20000616,45.1,1511.3,PF,639.0,2019,1,16,64,576354,36.1,0.8,SA,24,30.4,6.8,25.0,16.7,0.0,1328.3,64.1,10.3,133.0,1133.8,587.2,58.4,2019-03-05T18:19:44,30.8
98,245.7,16.8,40.6,1.7,307.7,16.7,0.0,63.6,1625.1,1757.0,1737.8,1757.0,1737.8,547.7,252.4,52.0,92.4,78.9,96.2,63,20000002,False,2267,Nicolas Batum,64.2,3.4,133.0,15.9,20000617,20.3,697.6,SG,371.9,2019,1,30,63,576355,72.1,1.7,CHA,2,284.0,113.8,45.2,10.0,0.0,588.4,66.8,18.1,112.7,263.7,138.6,59.3,2019-03-05T18:19:44,15.0
99,66.5,9.6,68.7,5.5,115.0,11.5,1.1,64.9,942.1,997.1,1022.1,997.1,1022.1,387.7,219.8,63.9,86.8,62.0,80.5,56,20000011,False,1226,Robin Lopez,95.8,9.6,118.3,18.2,20000618,-9.0,508.3,C,210.7,2019,1,19,18,577202,11.3,0.5,CHI,11,24.8,6.8,30.8,10.6,0.0,425.9,67.3,17.6,78.9,362.9,213.0,66.2,2019-03-05T18:19:44,20.5
100,442.9,32.4,31.6,1.2,263.7,12.6,7.9,58.8,2898.5,3120.9,3011.2,3120.9,3011.2,1340.0,599.6,50.4,449.7,409.1,102.6,62,20000019,False,2468,Damian Lillard,59.7,3.0,130.7,30.1,20000619,378.7,1808.8,PG,323.4,2019,1,23,62,577203,81.1,1.8,POR,19,544.3,200.6,41.6,7.9,0.0,1537.9,66.3,12.3,188.2,795.7,399.0,56.5,2019-03-05T18:19:44,33.5
101,201.7,15.2,25.9,1.0,222.0,11.0,1.1,58.8,2162.8,2319.6,2245.1,2319.6,2245.1,1253.2,571.4,51.4,192.7,160.0,93.5,62,20000019,False,2382,C.J. McCollum,63.1,3.2,171.3,21.5,20000620,326.8,1467.4,SG,285.1,2019,1,48,62,577204,56.4,1.3,POR,19,442.9,164.5,41.9,7.2,1.1,1338.0,61.8,8.8,113.8,810.3,406.8,56.6,2019-03-05T18:19:44,29.2
102,72.1,13.0,10.1,1.1,182.6,24.7,1.1,73.7,745.6,806.1,770.4,806.1,770.4,241.2,130.7,61.1,49.6,40.6,92.2,53,20000019,False,868,Meyers Leonard,46.2,6.5,102.6,20.1,20000621,-68.7,355.0,C,228.8,2019,1,37,1,577205,14.7,0.9,POR,19,113.8,53.0,52.4,15.8,0.0,263.0,76.1,15.4,41.7,127.4,77.8,68.9,2019-03-05T18:19:44,16.8
103,42.8,6.1,12.4,1.0,131.9,14.0,0.0,56.5,694.7,777.1,731.9,777.1,731.9,382.1,140.9,41.6,54.1,40.6,84.5,39,20000008,False,1133,Allen Crabbe,16.9,1.8,103.7,11.1,20000622,-21.4,424.9,SG,148.8,2019,1,30,16,576356,24.8,1.2,BKN,8,266.0,102.6,43.5,7.9,0.0,405.9,59.1,11.8,47.3,116.1,38.3,37.2,2019-03-05T18:19:44,19.1
104,232.2,31.5,4.5,0.4,118.3,13.3,2.3,58.9,796.1,856.2,828.8,856.2,828.8,219.8,99.2,50.8,46.2,36.1,87.9,47,20000023,False,1023,Tim Frazier,36.1,4.2,104.8,15.7,20000625,-30.4,264.8,PG,154.4,2019,1,61,17,576357,28.2,1.5,NO,23,86.8,30.4,39.6,8.9,0.0,240.1,62.2,24.8,67.6,133.0,68.7,58.3,2019-03-05T18:19:44,14.0
105,137.5,11.7,15.8,0.9,117.2,7.9,0.0,58.4,1212.9,1331.0,1276.0,1331.0,1276.0,637.9,259.2,45.8,157.8,129.6,92.5,54,20000013,False,1829,Wesley Matthews,24.8,1.7,144.3,14.9,20000629,-55.2,790.0,SG,142.0,2019,1,18,53,576358,47.3,1.4,IND,13,371.9,142.0,43.1,4.9,0.0,707.3,63.0,11.5,80.0,266.0,117.2,49.7,2019-03-05T18:19:44,21.3
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000025,False,0,Zach Randolph,0.0,0.0,0.0,0.0,20000631,0.0,0.0,PF,0.0,2019,1,0,0,576359,0.0,0.0,DAL,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
