social_tags_id,tags,related_media_id
574," 'bucks' ",1897727022269265438
575," 'greatwinstoday'",1896924660302669603
576," '2and0' ",1896924660302669603
577," 'africa' ",1886777174822132593
578," 'iammyfatherslegacy' ",1878867643907530636
579," 'letshaveagreatyear'",1878040852653457854
580," 'eyesontheprize'",1878040852653457854
581," 'onamission' ",1878040852653457854
582," 'stayfreaky' ",1875798322243324705
583," 'getyourcopy'",1874242211501468576
584," 'stayfreaky' ",1874242211501468576
585," 'hellas' ",1871479465735216972
586," 'gopackgo' ",1869966342935158157
587," 'nikebasketball'",1867833627775427648
588," 'stayfreaky' ",1867833627775427648
589," 'stayfreaky' ",1866264716496058317
590," 'bmwmilwaukeenorth'",1864079651900877923
591," 'gobucks'",1864079651900877923
592," 'stayfreaky' ",1864079651900877923
593," 'justdoit'",1861974692279512865
594," 'stayfreaky' ",1861974692279512865
595," 'sexylexy'",1854924072884331220
596," 'antetokoubros'",1854924072884331220
597," '17' ",1854924072884331220
598," 'milwaukee'",1852004869713851369
599," 'wisconsin' ",1852004869713851369
600," 'onamission' ",1837324392935033542
601," 'stayfreaky' ",1837127446103477895
602," 'nba2k19'",1835041215231740954
603," 'stayfreaky' ",1835041215231740954
604," 'stayfreaky'",1833346962403203446
605," 'antetokounbros' ",1833346962403203446
606," 'prayforgreece' ",1830439065398621634
607," 'day2' ",1828488039040909459
608," 'adreamcometrue'",1825804937042666938
609," 'stayfreaky'",1825804937042666938
610," 'hesnext' ",1825804937042666938
611," 'justthebeginning' ",1822923313083002644
612," 'nike' ",1819951457975615866
613," 'antetokounbros'",1819845789901884516
614," 'itmustbetheshoes' ",1819845789901884516
615," 'antetokounbros'",1819844567589412561
616," '5krun' ",1819844567589412561
617," 'history'",1818440128894825905
618," 'antetokounbros'",1818440128894825905
619," 'weareallbros' ",1818440128894825905
620," '5κ'",1818088829619791602
621," 'running'",1818088829619791602
622," 'antetokounbros'",1818088829619791602
623," 'weareallbros' ",1818088829619791602
624," 'antetokounbros'",1815231005130567971
625," 'mavs' ",1815231005130567971
626," 'nba2k19'",1814698427164135151
627," 'stayfreaky' ",1814698427164135151
628," 'feta' ",1813372399623901735
629," 'stayfreaky' ",1811104639577684165
630," 'antetokounbros' ",1807311841300653682
631," 'mavs'",1807281869668233973
632," '60' ",1807281869668233973
633," 'antetokounbros'",1804493784283032198
634," 'weareallbros' ",1804493784283032198
635," '1' ",1803945183370657636
636," 'game5'",1802291512379503022
637," 'winorgohome'",1802291512379503022
638," 'finals'",1802291512379503022
639," 'nobodyonthatcourt'",1802291512379503022
640," 'hasyourpassion' ",1802291512379503022
641," 'antetokounbros' ",1798260660825850387
642," 'tbt' ",1796318771650381259
643," 'jerseyreport'",1785184061914201628
644," 'sponsored' ",1785184061914201628
645," 'greekfreak'",1778086157268405149
646," 'stayfreaky' ",1778086157268405149
647," 'antetokounbros'",1777403652027589326
648," 'flashbackfriday' ",1777403652027589326
649," 'playoffs' ",1750542768290437137
650," 'imtheskinnyoneinthebackright'",1745341463724827367
651," 'kobesonmyfeet'",1745341463724827367
652," 'wristbandonmywrist' ",1745341463724827367
653," 'choosego'",1741509679048498495
654," 'teamnike' ",1741509679048498495
655," 'bmwofmilwaukeenorth'",1740188304475979666
656," 'bmwx6'",1740188304475979666
657," 'gobucks' ",1740188304475979666
658," 'neverlosealwayslearn' ",1730944017037193933
659," 'choosego'",1725784173577697827
660," 'nike'",1725784173577697827
661," 'teamnike' ",1725784173577697827
662," 'allstarweekend2018'",1718556365768003714
663," 'godsplan'",1718556365768003714
664," '2x' ",1718556365768003714
665," 'godsplan' ",1718202001261896567
666," 'allstarweekend'",1718193316100039546
667," 'godsplan' ",1718193316100039546
668," 'allstarweekend' ",1718188929201861253
669," 'allstarweekend'",1718185593631245670
670," 'la'",1718185593631245670
671," 'godsplan' ",1718185593631245670
672," 'godsplan' ",1718183228429607863
673," 'godsplan' ",1718180947651079085
674," 'makersofthegame' ",1715422864214375716
675," 'mvp' ",1714000989655489095
676," 'greatwin'",1709245758715536824
677," 'keeppushing' ",1709245758715536824
678," 'keeppushing' ",1707607615599822403
679," 'akidfromsepolia' ",1699745380269776045
680," 'antetokounbros' ",1688900946032367995
681," 'greatteamwin' ",1684620583487585406
682," 'wwemondayraw' ",1678074520106468992
683," 'fearthedeer' ",1666510471631734296
684," 'fearthedeer' ",1665769195055759259
685," 'alwaystheresupporting' ",1661443492294303933
686," '25'",1660364152475400593
687," 'youcantguardme' ",1660364152475400593
688," 'bmwmilwaukeenorth'",1653879516035319221
689," 'happythanksgiving'",1653879516035319221
690," 'grateful' ",1653879516035319221
691," 'οντουμπουισιπουειναι' ",1652031186238120506
692," 'mood'",1650270382446673139
693," 'antetokounbros' ",1650270382446673139
694," 'onamission' ",1649124505497845870
695," '26'",1646182947190221265
696," 'win' ",1646182947190221265
697," 'familyovereverything'",1642956142421637714
698," 'antetokoumbros'",1642956142421637714
699," 'onamission' ",1642956142421637714
700," 'mood'",1641205747735130536
701," 'beastmode'",1641205747735130536
702," 'activated' ",1641205747735130536
703," 'nbalivemobile'",1639340573202005378
704," 'easponsored' ",1639340573202005378
705," 'blessed' ",1612728382029941558
706," 'mpravo' ",1600287352244494915
707," 'enjoyyourday' ",1599406106920387863
708," 'turkey' ",1598088828337607838
709," 'f.o.e' ",1596046899331567378
710," 'proud' ",1595123488124284624
711," 'keepgettingbetteronandofftheco' ",1590168557655096767
712," 'happybirthday' ",1590164576178397912
713," 'memories' ",1574166406990570363
714," 'justoneemoji'",1573438108649125619
715," 'imtryingnottobeasoftie' ",1573438108649125619
716," 'kingbally' ",1571959399962263361
717," 'antetokoumbros' ",1561411971454490657
718," 'maradesipris'",1559796879092623821
719," 'greecebygreeks'",1559796879092623821
720," 'antetokounbros' ",1559796879092623821
721," 'bluemagazine' ",1555550899388506514
722," 'antetokounbros'",1550978611917808039
